1-FLOOR,"Off-Market on 11/01/2018 at $2,200",1 bed,1 bath,
#2,"Off-Market on 08/11/2018 at $2,300",1 bed,1 bath,
#3,"Off-Market on 03/15/2016 at $2,300",2 beds,1 bath,
