#1,Off-Market,,,"6,800 ftsq"
TOWNHOUSE,Off-Market,,,"6,800 ftsq"
#244,"Off-Market on 11/10/2016 at $45,000",7 beds,8 baths,"7,400 ftsq"
#1111,Off-Market,,,"7,000 ftsq"
#TH,Off-Market,,,"7,000 ftsq"
