LOWERTRIP,"Off-Market on 05/15/2009 at $7,000",studio,2 baths,
UPPERTRIP,"Off-Market on 10/02/2010 at $15,000",3 beds,2 baths,
UPPERHOUSE,"Off-Market on 04/04/2012 at $15,000",3 beds,2 baths,
