#2,"Listed for sale at $1,500,000",2 beds,2.5 baths,935 ftsq
#3,"Listed for sale at $1,225,000",2 beds,1.5 baths,935 ftsq
#4,"Listed for sale at $1,350,000",2 beds,1.5 baths,935 ftsq
#5,"Listed for sale at $1,400,000",2 beds,1.5 baths,
TOWNHOUSE,Off-Market,3 beds,3.5 baths,"2,706 ftsq"
#PH,"Listed for sale at $2,750,000",2 beds,3 baths,"1,698 ftsq"
