#2,"Off-Market on  at $2,000,000",1 bed,1 bath,
#A,"Off-Market on 11/02/2018 at $5,220",3 beds,1 bath,"1,000 ftsq"
#D,"Off-Market on 01/10/2017 at $5,900",3 beds,3 baths,
#5CK,Off-Market,,,
#5LZ,Off-Market,,,
#6B,"Off-Market on 10/06/2013 at $6,300",4 beds,2 baths,"1,800 ftsq"
#6K,"Off-Market on 07/18/2017 at $3,200",2 beds,1 bath,
#15,Off-Market,,,"1,400 ftsq"
#50,"Off-Market on 04/04/2016 at $3,300",2 beds,1 bath,
#105,"Off-Market on 04/12/2017 at $6,050",4 beds,2 baths,
#107,"Off-Market on 06/30/2015 at $5,600",4 beds,2 baths,
#108,"Off-Market on 07/24/2017 at $3,895",2 beds,1 bath,
#112,"Off-Market on 08/27/2018 at $4,000",2 beds,1 bath,
#115,Off-Market,,,
#118,"Off-Market on 06/11/2018 at $6,350",4 beds,1 bath,
#119,Off-Market,,,735 ftsq
#201,"Off-Market on 04/02/2018 at $4,250",3 beds,1 bath,
#202,"Off-Market on 07/26/2017 at $3,555",2 beds,1 bath,
#203,"Off-Market on 09/20/2018 at $2,655",1 bed,1 bath,
#204,"Off-Market on 08/14/2017 at $4,300",2 beds,1 bath,
#205,"Off-Market on 06/01/2018 at $4,425",3 beds,1 bath,
#207,"Off-Market on 04/09/2018 at $4,250",3 beds,1 bath,
#211,"Off-Market on 02/22/2017 at $3,160",2 beds,1 bath,
#212,"Off-Market on 07/12/2018 at $4,350",3 beds,1 bath,
#213,"Off-Market on 05/24/2017 at $4,345",3 beds,2 baths,
#214,"Off-Market on 05/05/2010 at $3,300",2 beds,1 bath,
#219,"Off-Market on 03/13/2017 at $4,050",3 beds,1 bath,
#306,"Off-Market on 12/26/2017 at $3,595",1 bed,1 bath,800 ftsq
#309,"Off-Market on 11/01/2018 at $4,230",3 beds,1 bath,
#311,"Off-Market on 06/08/2018 at $3,310",2 beds,1 bath,
#312,"Off-Market on 12/14/2012 at $3,400",2 beds,1 bath,
#314,"Off-Market on 08/02/2017 at $4,500",3 beds,1 bath,
#315,"Off-Market on 08/03/2017 at $4,450",3 beds,1 bath,
#316,"Off-Market on 01/15/2018 at $4,100",2 beds,1 bath,
#317,Off-Market,,,
#319,"Off-Market on 07/12/2018 at $4,395",3 beds,1 bath,
#401,"Off-Market on 08/09/2018 at $3,820",2 beds,1 bath,
#402,"Off-Market on 04/26/2017 at $3,420",2 beds,1 bath,
#406,"Off-Market on 04/25/2018 at $3,599",2 beds,1.5 baths,
#408,"Off-Market on 05/02/2017 at $4,250",2 beds,1 bath,
#412,"Off-Market on 10/14/2016 at $4,280",3 beds,1 bath,652 ftsq
#414,"Off-Market on 06/05/2018 at $4,465",3 beds,1 bath,
#415,"Off-Market on 11/08/2016 at $4,390",2 beds,1 bath,
#416,"Off-Market on 10/19/2016 at $4,350",3 beds,1 bath,
#417,"Off-Market on 08/02/2017 at $4,450",3 beds,1 bath,
#419,"Off-Market on 08/07/2018 at $4,180",3 beds,1.5 baths,
#444,"Off-Market on 10/01/2015 at $4,000",3 beds,1 bath,
#501,"Off-Market on 08/13/2010 at $2,960",1 bed,1 bath,
#502,"Off-Market on 04/27/2017 at $3,420",2 beds,1 bath,775 ftsq
#505,"Off-Market on 10/14/2016 at $4,350",3 beds,1 bath,
#506,"Off-Market on 07/28/2017 at $3,590",2 beds,1 bath,
#510,"Off-Market on 06/05/2018 at $4,150",3 beds,1 bath,
#511,"Off-Market on 07/25/2017 at $3,250",2 beds,1 bath,
#512,Off-Market,,,695 ftsq
#514,"Off-Market on 08/03/2018 at $4,695",3 beds,1.5 baths,
#517,Off-Market,,,
#518,"Off-Market on 06/28/2017 at $4,400",3 beds,1 bath,
#519,"Off-Market on 11/03/2017 at $4,240",3 beds,1 bath,
#601,"Off-Market on 10/26/2017 at $3,680",2 beds,1 bath,
#602,"Off-Market on 02/22/2018 at $3,420",2 beds,1 bath,
#603,"Off-Market on 03/12/2018 at $2,690",1 bed,1 bath,
#604,"Off-Market on 05/25/2017 at $6,250",3 beds,2 baths,
#607,"Off-Market on 05/14/2018 at $5,745",3 beds,2 baths,
#609,"Off-Market on 09/14/2018 at $4,530",3 beds,1 bath,
#611,"Off-Market on 07/18/2017 at $3,200",1 bed,1 bath,
#612,"Off-Market on 04/15/2014 at $5,175",3 beds,1 bath,
#618,"Off-Market on 06/28/2017 at $6,400",3 beds,2 baths,
#618,Off-Market,,,
#618,Off-Market,,,
#618,Off-Market,,,
#618,Off-Market,,,
#618,Off-Market,,,
#618,Off-Market,,,
#618,Off-Market,,,
#618,Off-Market,,,
#619,"Off-Market on 05/24/2017 at $6,000",3 beds,1 bath,950 ftsq
#702,"Off-Market on 12/18/2011 at $5,100",2 beds,1 bath,900 ftsq
#703,Off-Market,,,
#711,"Off-Market on 06/14/2014 at $3,150",1 bed,1 bath,
#714,"Off-Market on 05/16/2018 at $6,075",3 beds,1 bath,
#715,"Off-Market on 04/18/2017 at $5,850",3 beds,2 baths,
NA_17825,Off-Market,,,
NA_114905,Off-Market,,,
