#2,"Off-Market on 08/06/2014 at $6,795",3 beds,2.5 baths,"2,000 ftsq"
#2,Off-Market,,,"2,000 ftsq"
#3,"Listed for rent at $5,995",2 beds,2.5 baths,"1,800 ftsq"
#4,"Off-Market on 10/06/2016 at $4,150",2 beds,2 baths,"2,000 ftsq"
#5,"Off-Market on 08/06/2016 at $5,450",3 beds,2 baths,
#6,"Off-Market on 07/01/2018 at $6,995",3 beds,2.5 baths,"1,800 ftsq"
#7,"Off-Market on 05/29/2018 at $3,450",1 bed,1 bath,
#PH6,"Off-Market on 04/03/2012 at $7,250",3 beds,2.5 baths,"2,000 ftsq"
